restriction_set,shock,variable,h,q16,q50,q84
baseline,risk_aversion,real_yield,41,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,42,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,43,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,44,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,45,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,46,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,47,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,48,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,49,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,50,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,51,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,52,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,53,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,54,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,55,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,56,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,57,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,58,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,59,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,real_yield,60,-0.03759553478526827,-0.01922017400985398,-0.0058283282179034
baseline,risk_aversion,dxy,0,-0.001089107983842841,0.00032032691067717615,0.001528714754153041
baseline,risk_aversion,dxy,1,-0.0009423148969103896,0.0003464794254522946,0.0016133566083649153
